"Chromosome","GeneStart","GeneEnd"
7,7084648,7089982
7,21833853,21836472
7,34862208,34863937
7,34861944,34864280
7,23690759,23692758
7,19934070,19934411
7,24854907,24857163
7,20800364,20802133
7,33068674,33070512
7,24639125,24640854
7,26083910,26088824
7,32946197,32948404
7,30788969,30792030
7,27102966,27104852
7,31005716,31006144
7,19293252,19295142
7,33081273,33082694
7,23301472,23305113
7,29610029,29611262
7,1711652,1712122
7,19245006,19246616
7,26361878,26364317
7,35806699,35806938
7,35625953,35627641
7,35648503,35651171
7,22577350,22578121
7,29776312,29776804
7,16176368,16179641
7,35920686,35927562
7,28289748,28290349
7,31018161,31018653
7,23906725,23910421
7,28404989,28405933
7,13105151,13110280
7,32177136,32177639
7,29025626,29026666
7,18363047,18368674
7,7809709,7810375
7,7809696,7810375
7,26959231,26961508
7,2228143,2228723
7,16891800,16893199
7,17074411,17075953
7,20656661,20659837
7,20657532,20659837
7,26380448,26383332
7,25493201,25494418
7,998926,1000194
7,35167415,35167639
7,24592965,24593854
7,24824375,24824907
7,24029818,24031525
7,35608154,35610071
7,14257230,14260680
7,23980516,23981080
7,32327839,32334158
7,16469842,16470424
7,31426905,31439343
7,21486951,21488142
7,25360601,25363950
7,30442778,30443194
7,19431647,19432654
7,4005317,4010019
7,27393702,27401469
7,24716777,24716826
7,23241815,23244007
7,5100292,5103511
7,35736097,35738600
7,34703898,34709198
7,31332606,31335218
7,32989731,32990215
7,3376266,3380271
7,23547382,23548639
7,26841835,26842318
7,29912112,29915261
7,27030570,27034193
7,30595221,30596604
7,30683051,30684567
7,32285512,32293499
7,35168800,35171682
7,16533456,16535580
7,35645129,35647748
7,26168663,26170598
7,18650939,18651296
7,27729372,27730630
7,34171283,34172298
7,29647495,29648502
7,18683501,18686584
7,23449707,23451548
7,34407941,34408486
7,35678919,35679426
7,31315002,31319152
7,17876509,17880330
7,32970358,32971902
7,34001230,34002076
7,33692048,33693934
7,28964549,28965355
7,3760026,3760599
7,19093031,19094387
7,709739,710681
7,1099506,1101308
7,1660539,1660987
7,25481852,25482828
7,31140719,31142061
7,15239173,15240141
7,23047335,23050440
7,5784747,5785835
7,31445224,31449280
7,31445224,31448588
7,31932413,31936198
7,20260734,20265149
7,24375362,24380489
7,32281650,32281961
7,3825943,3830068
7,20769124,20770173
7,24498750,24502641
7,29984828,29985664
7,28652004,28653419
7,21851639,21856753
7,18845865,18847279
7,27021098,27022762
7,1940328,1940775
7,26708786,26709181
7,34399459,34400035
7,30224021,30225552
7,33062018,33066090
7,25720532,25720964
7,20967536,20967953
7,19621994,19623882
7,32076031,32085527
7,33331915,33338089
7,25751403,25753128
7,16077710,16079504
7,6442618,6446010
7,34790118,34791606
7,30690771,30692586
7,31328071,31332225
7,29453142,29453898
7,33534538,33535357
7,28737230,28742406
7,34075844,34076608
7,33380021,33381787
7,22501395,22503453
7,19046913,19047411
7,21432064,21434146
7,6744268,6744759
7,26499813,26500550
7,14360573,14361265
7,18707018,18709697
7,19181438,19181833
7,20178610,20179049
7,24160149,24166128
7,27069296,27072515
7,33271929,33274355
7,1466248,1470296
7,35717466,35718907
7,34944273,34949488
7,34709710,34712907
7,23415707,23417398
7,32684914,32689063
7,27934968,27935529
7,28581661,28583076
7,25687975,25691485
7,18307668,18310128
7,30097296,30098540
7,33433666,33436724
7,4716391,4725946
7,20904322,20905911
7,23595818,23597105
7,17837060,17837573
7,26611136,26612288
7,33754264,33758062
7,34522718,34526225
7,27083604,27085703
7,27159398,27163398
7,35907938,35910351
7,457751,461797
7,19003127,19004724
7,2871113,2872562
7,32355471,32355992
7,28612549,28614135
7,24059703,24059909
7,22103593,22105413
7,31183113,31185604
7,35135950,35138659
7,13225553,13226159
7,21845019,21847725
7,28606801,28607187
7,35432232,35432726
7,35244093,35245319
7,16611563,16612912
7,15542584,15549355
7,27698509,27700600
7,34138807,34139049
7,25550166,25551608
7,26731301,26732230
7,12322962,12326848
7,28205913,28206227
7,19017698,19023348
7,7199244,7203942
7,22789944,22790467
7,34175726,34176145
7,19539829,19540661
7,26614935,26616043
7,35182964,35189422
7,20779830,20780413
7,35562377,35564580
7,33668359,33668871
7,24174150,24180636
7,30443899,30444219
7,31157162,31157568
7,1162127,1162982
7,23273033,23276848
7,29440021,29445627
7,33636644,33637072
7,17156397,17156981
7,19033202,19033990
7,25468151,25469229
7,28804744,28807722
7,17433086,17437114
7,29839338,29848383
7,17780107,17780574
7,23159733,23163885
7,21919093,21919434
7,14261700,14264284
7,23094710,23099114
7,25835646,25837346
7,17687045,17687780
7,32631187,32635408
7,28890426,28892821
7,30058055,30059298
7,35633231,35635186
7,24972375,24974643
7,19433067,19433697
7,14030607,14033014
7,17837727,17839483
7,2764181,2766719
7,13968184,13968644
7,2970240,2973078
7,24805159,24805569
7,13871163,13876857
7,28685870,28686265
7,32525801,32528533
7,22670638,22672913
7,24309001,24311971
7,29513976,29517171
7,34489602,34490290
7,17725150,17726838
7,29258249,29258467
7,29366253,29368662
7,33576193,33584729
7,13360931,13365478
7,246992,248515
7,30591420,30593005
7,21204868,21205257
7,31620889,31621335
7,31401555,31403612
7,22964994,22971997
7,32966858,32967415
7,17499688,17501440
7,17759153,17759659
7,30855295,30855775
7,33880450,33880935
7,34082504,34085979
7,18324139,18325420
7,810172,813582
7,21535259,21537602
7,24693155,24698127
7,30490435,30491565
7,23902319,23904314
7,28704618,28707225
7,34611410,34615337
7,32709993,32712421
7,29895939,29901989
7,30881710,30883472
7,8509159,8511614
7,24142737,24144327
7,21982704,21983402
7,10368602,10369328
7,21654764,21658228
7,21709839,21712001
7,21920368,21922313
7,30856590,30857536
7,28990691,28995344
7,2621144,2621277
7,11514229,11516338
7,26117706,26118048
7,30602863,30604861
7,4120518,4121146
7,29687958,29688979
7,29870823,29875675
7,30991981,30994397
7,34809148,34811275
7,35961574,35962310
7,10852287,10855468
7,14006404,14008409
7,34872778,34888680
7,18248746,18249351
7,33912628,33913067
7,28644179,28644403
7,32904461,32905885
7,23524593,23525054
7,13748401,13749106
7,20002888,20010656
7,28561891,28562321
7,25545258,25549475
7,17063888,17065338
7,24359066,24360953
7,31364482,31365286
7,22226011,22227235
7,28253504,28253817
7,22263852,22267682
7,30566185,30571691
7,30727717,30730975
7,18452767,18456176
7,19324891,19328717
7,34761075,34762105
7,12865260,12870875
7,20434701,20438309
7,14833953,14837348
7,15325857,15328727
7,26137311,26141315
7,21328016,21330363
7,25438421,25442951
7,33777575,33779584
7,18497753,18498141
7,16574140,16575494
7,28895612,28896154
7,25097478,25102729
7,13824550,13826426
7,31047222,31050423
7,21730231,21733838
7,27540624,27544440
7,13430728,13435018
7,31965705,31970350
7,1531766,1533370
7,24132650,24133127
7,24678909,24682661
7,17403591,17405581
7,1429841,1430317
7,35212563,35213009
7,35498108,35498256
7,24510799,24513131
7,29757105,29758433
7,21805741,21806067
7,25748052,25749697
7,30120307,30121001
7,19247370,19248038
7,21791277,21795520
7,31134486,31135323
7,28118845,28120074
7,26420341,26421866
7,1901918,1902512
7,26837503,26839460
7,34236798,34237286
7,30637263,30637824
7,24441715,24445722
7,30384455,30387706
7,19118936,19121834
7,24530155,24530793
7,14955719,14958827
7,25714232,25718022
7,35622651,35625518
7,28435237,28436213
7,19843872,19845644
7,15763106,15765434
7,13130951,13132232
7,18341788,18343091
7,20586619,20587852
7,7530363,7532071
7,17993040,17994713
7,23726898,23727832
7,8150467,8151425
7,24465893,24476955
7,3247462,3249111
7,16377123,16377731
7,14912535,14913078
7,33865501,33866283
7,17571290,17572132
7,26272043,26277409
7,28202038,28202727
7,20811452,20812967
8,12965707,12966982
8,4921459,4925991
8,25857129,25858622
8,10662382,10667544
8,33385206,33386393
8,25708702,25711180
8,8838413,8842549
8,31873791,31875085
8,35072383,35077060
8,12139513,12140004
8,39359957,39366028
8,28117895,28124172
8,34314902,34316016
8,1353622,1355766
8,10255514,10255973
8,37422842,37426863
8,10570484,10571491
8,10570660,10571491
8,18093358,18096610
8,18093358,18097220
8,40416516,40417865
8,330126,334877
8,3480202,3483620
8,13900362,13903747
8,33535210,33538545
8,654385,660900
8,15292929,15296159
8,29589355,29589659
8,725949,727164
8,13059246,13059887
8,20237432,20243229
8,20237432,20244787
8,20237432,20245307
8,6088046,6092562
8,6097342,6099481
8,30617059,30618795
8,37189239,37189838
8,24248727,24249110
8,5851684,5852730
8,35340180,35341973
8,35340180,35341770
8,35339966,35342041
8,29049508,29050398
8,30348986,30350978
8,34493897,34495768
8,23095383,23097234
8,28620204,28621029
8,12106852,12110889
8,12106584,12111059
8,1105324,1108676
8,1105472,1108676
8,32856687,32857749
8,13644195,13644394
8,3563727,3567847
8,39410149,39412317
8,877057,880371
8,877353,880044
8,12176254,12180138
8,37011915,37013170
8,40371324,40371758
8,13645272,13649033
8,13644563,13649087
8,8056416,8059069
8,8056649,8059069
8,21659904,21660821
8,36673104,36673479
8,29091981,29093693
8,34382186,34383513
8,492714,494746
8,1249085,1251175
8,9356663,9357907
8,705407,706270
8,4283141,4286130
8,20483050,20483667
8,39131548,39134015
8,28519011,28519611
8,31078852,31080969
8,40150965,40151818
8,39053162,39054616
8,40546883,40547349
8,23801764,23807666
8,32903853,32907632
8,29318975,29319234
8,354363,358441
8,4180236,4185964
8,3663624,3666925
8,5833555,5834684
8,8899389,8901900
8,18879980,18880287
8,2918093,2919320
8,24046529,24046744
8,29716783,29723250
8,31134472,31136909
8,946005,949606
8,6749956,6753714
8,6750297,6753655
8,3302206,3303275
8,32820237,32820997
8,7405372,7406659
8,8875358,8878089
8,9472355,9474981
8,32979306,32981101
8,9655266,9659641
8,13158715,13162921
8,17671370,17676785
8,17671389,17676785
8,27366649,27367429
8,38992825,38994425
8,37692343,37695749
8,11119793,11124824
8,12700074,12700580
8,26651426,26653403
8,26650461,26653960
8,26650461,26653403
8,15358677,15362587
8,27981355,27981870
8,1290455,1294553
8,29660703,29661383
8,35223118,35224496
8,29489728,29496297
8,29488308,29496297
8,446793,450124
8,446793,450114
8,39723072,39726741
8,2034712,2039906
8,5727976,5731128
8,1526433,1531267
8,34693756,34697655
8,37923362,37924264
8,8538653,8539135
8,22505913,22506170
8,3301298,3301897
8,1545508,1546622
8,5867576,5868661
8,3015038,3018174
8,12649566,12651915
8,34061965,34066482
8,19151175,19153691
8,20768771,20770288
8,3303977,3304741
8,34389673,34390740
8,33389300,33391939
8,28557753,28558082
8,10847106,10847776
8,3319972,3320416
8,11718009,11718278
8,23621704,23622129
8,4740552,4745523
8,35805217,35808095
8,27036035,27036535
8,31836395,31837198
8,37740549,37743178
8,12321232,12321562
8,12320833,12321668
8,2864087,2864497
8,31744728,31750265
8,13037797,13040802
8,1273284,1276009
8,32763526,32766661
8,37318989,37319497
8,37318873,37320063
8,37318873,37323470
8,37340215,37340881
8,27447833,27448948
8,7108599,7109306
8,28283815,28285978
8,22089148,22090389
8,6508826,6509716
8,7839446,7840606
8,27123849,27125487
8,40411251,40412535
8,39279901,39280291
8,1631894,1634435
8,29551838,29552524
8,34589008,34590528
8,34586834,34590543
8,38058294,38058958
8,30336446,30336811
8,3358386,3360732
8,8483201,8486075
8,31584297,31586604
8,31585078,31586604
8,28514841,28515273
8,35719865,35720162
8,5157212,5161452
8,29412716,29413128
8,17721891,17723766
8,30318997,30321453
8,40052322,40053239
8,7936440,7936673
8,28690919,28693448
8,30668381,30669357
8,39717374,39718041
8,40018809,40019931
8,23537867,23538505
8,1823272,1824404
8,27683888,27692067
8,996665,1000402
8,996995,999991
8,8591549,8592560
8,148506,148697
8,2646165,2647461
8,3372080,3374128
8,9675932,9676384
8,5974053,5977055
8,14012876,14019153
8,14012876,14020923
8,1287643,1290155
8,1288318,1290035
8,11624557,11625093
8,1874766,1881347
8,4333200,4333970
8,27573464,27576370
8,13592320,13592855
8,30944046,30944436
8,605636,607242
8,33694910,33696796
8,12015273,12017014
8,31481962,31483363
8,40504145,40505044
8,32893079,32897356
8,2677491,2680399
8,23343853,23344110
8,21485971,21489338
8,34027185,34028229
8,22490792,22491416
8,22490789,22491496
8,24511691,24513360
8,34523970,34526089
8,13749555,13752838
8,30521328,30523525
8,1110777,1111157
8,23388622,23391877
8,28409594,28411080
8,24408115,24408767
8,32843400,32844676
8,8168860,8171644
8,11593760,11594185
8,13812559,13817603
8,31624896,31625191
8,5736033,5738674
8,2043731,2045960
8,6857743,6859779
8,37212892,37215470
8,10691353,10696225
8,4652460,4659217
8,38107047,38110164
8,7805762,7807877
8,12239527,12240224
8,18878621,18880287
8,18878621,18879507
8,33140946,33146329
8,33187521,33187866
8,972755,973831
8,31329972,31331655
8,2027402,2030428
8,2080446,2081828
8,6290593,6291276
8,34115335,34119286
8,37331137,37331861
8,858109,860377
8,30092277,30093192
8,38836559,38838080
8,16047334,16050376
8,571363,575822
8,571363,576565
8,7048492,7048749
8,25246357,25246839
8,10578560,10579511
8,569647,570470
8,39441351,39443498
8,34141476,34144613
8,34641820,34648380
8,7475702,7477702
8,26050309,26050787
8,30549665,30550145
8,32881878,32884556
8,5215923,5220740
8,12112747,12116993
8,151135,152355
8,37666597,37667189
8,36438111,36440745
8,1277186,1278619
8,98075,98548
8,906249,908219
8,13620689,13622192
8,13620689,13622998
8,2271801,2273210
8,4658235,4658745
8,35568698,35570100
8,866442,866867
8,34532677,34535076
8,10521688,10522209
8,1628193,1629797
8,5302084,5303367
8,16276285,16277887
8,4146075,4151194
8,4146075,4150956
8,33713114,33718532
8,34413096,34414226
8,39639794,39643749
8,27564160,27568014
8,30654456,30655374
8,10018156,10019288
8,33766903,33769501
8,33284790,33287851
8,33284790,33289921
8,33285209,33286870
8,37769430,37772952
8,37769430,37772117
8,37769430,37773190
8,37769732,37772952
8,4208546,4212415
8,28342394,28342891
8,11584995,11587695
8,6730303,6731554
8,30926967,30931562
8,16936792,16937426
8,12436058,12438425
8,40414847,40416400
8,33113705,33115707
8,31470943,31475232
8,1564479,1575143
8,23712063,23713757
8,9290980,9291259
8,34905530,34906062
8,9467880,9468164
8,35908130,35910611
8,37528450,37532629
8,35605667,35607197
8,29084930,29085214
8,26716951,26718108
8,35296328,35301780
8,35297016,35301707
8,1154253,1155171
8,31542188,31542968
8,899872,900836
8,5652616,5653034
8,28653362,28655002
8,28653604,28654540
8,28653362,28654979
8,32520134,32521439
8,280588,284630
8,9287533,9287964
8,74673,77617
8,39471838,39472231
8,25550620,25552254
8,40428386,40429320
8,19846938,19847753
8,36248783,36249824
8,8880524,8885855
8,11503051,11504246
8,23793707,23795104
8,1866567,1867426
8,1865257,1867426
8,1864061,1867426
8,14501812,14504936
8,14501479,14505013
8,34734482,34735984
8,34734482,34736488
8,38236255,38240243
8,26861156,26862362
8,28128349,28131810
8,3949916,3951421
8,2488989,2492334
8,36483964,36486555
8,36667166,36668020
8,30303776,30304277
8,30561709,30568653
8,35716246,35719624
8,3570299,3571179
8,9013648,9016501
8,33752613,33753227
8,7343467,7344707
8,974197,976297
8,11577053,11577772
8,31993660,31994851
8,40610189,40613055
8,5223026,5226882
8,13109797,13121361
8,12712069,12714688
8,47568,53176
8,29387801,29388240
8,9353266,9355121
8,35371428,35375619
8,37563928,37566880
8,37564636,37566880
8,38825679,38827455
8,7380725,7383797
8,3837265,3838921
8,10254595,10255096
8,1586103,1589929
8,32036340,32036747
8,35355765,35360397
8,39113967,39114887
8,30781194,30781493
8,30042997,30044068
8,31274142,31274994
8,30305475,30309125
8,34679560,34681139
8,35539631,35541069
8,2440925,2443354
8,989588,992032
8,2350696,2353211
8,27870781,27871978
8,19834059,19836319
8,19834921,19836319
8,20531310,20531675
8,4032550,4035599
8,4353410,4354747
8,14854162,14857944
8,28330113,28331510
8,11976552,11977018
8,33327564,33327961
8,35975999,35981277
8,39099866,39100940
8,20770574,20771099
8,1213756,1218616
8,12329052,12335091
8,12330434,12335363
8,12329052,12335522
8,40005469,40006812
8,40291622,40293100
8,40387705,40388211
8,8410775,8415112
8,40131880,40133326
8,38881850,38882638
8,10779009,10781582
8,16065618,16067195
8,6635201,6637930
8,28159058,28159606
8,2010367,2010964
8,36663371,36665078
8,14157179,14161332
8,14157599,14161332
8,28935802,28943325
8,322319,322755
8,33015077,33021129
8,9145987,9146391
8,602325,603955
8,746745,749572
8,8228543,8228872
8,33707531,33711527
8,278078,278495
8,10391425,10391859
8,33940056,33943800
8,33940056,33944293
8,25911580,25917484
8,2906082,2909497
8,15157858,15159266
8,4351978,4352370
8,6686535,6691345
8,38955703,38956604
8,925298,927006
8,27769401,27770045
8,4792889,4793883
8,6989831,6990613
8,37554942,37558090
8,6625966,6626322
8,33584689,33586044
8,36771945,36773477
8,39217205,39219730
8,1266812,1269757
8,40299221,40300251
8,218492,221673
8,271043,276325
8,2832708,2841391
8,35078740,35080285
8,8009396,8009743
8,26916547,26918685
8,26915719,26918422
8,28032637,28036968
8,36830588,36831009
8,19845971,19847753
8,27979773,27980231
8,1719114,1728326
8,9894562,9895077
8,23929405,23936058
8,817643,821901
8,817643,820823
8,66710,69565
8,4133738,4137366
8,31213580,31214419
8,8002427,8007053
8,12628568,12633123
8,14443505,14447597
8,14446412,14447597
8,16613983,16618216
8,4044467,4046020
8,30595627,30597446
8,4693974,4695640
8,31738715,31739622
8,6230216,6231531
8,6230129,6231531
8,28042372,28051413
8,14398611,14400386
8,14398611,14403594
8,14401921,14403594
8,39324346,39324988
8,29894378,29898991
8,29894936,29897271
8,32726102,32727817
8,13834,14902
8,1595652,1598821
8,3599479,3601235
8,26858842,26860142
8,7397302,7397884
8,35145874,35147060
8,27926073,27928185
8,5926504,5930191
8,18653713,18654906
8,27413241,27414107
8,35248852,35250443
8,25781941,25785639
8,25781941,25786500
8,886900,888891
8,7923365,7923851
8,4152631,4152894
8,4420494,4423702
8,12474321,12476189
8,1220397,1222921
8,35752993,35756394
8,19802457,19807887
8,30432003,30437627
8,30433700,30435968
8,38820443,38822606
8,34505956,34510374
8,40219226,40221620
8,29901665,29906495
8,29902480,29905761
8,30028949,30030374
8,299597,301846
8,9173648,9173923
8,34474954,34476267
8,10782854,10788418
8,36347685,36351356
8,36348717,36351356
8,39075582,39079145
8,12069792,12072358
8,38796224,38800261
8,7567652,7568386
8,29477742,29479099
8,2249988,2250801
8,18681122,18682059
8,8941158,8943473
8,25219035,25224231
8,222767,226336
8,222432,227689
8,9222254,9225795
8,13839730,13844992
8,2781448,2781997
8,16611150,16613596
8,15431992,15435491
8,313515,317658
8,37156633,37157274
8,40214585,40216509
8,32048678,32055561
8,3960116,3963049
8,39231254,39232382
8,31659584,31660278
8,38512413,38512760
8,8324679,8333258
8,34326965,34329905
8,822571,823136
8,39322675,39323116
8,39679185,39679611
8,19677127,19681692
8,19677273,19681692
8,5627604,5631048
8,33903074,33906698
8,40578455,40581852
8,33761584,33762758
8,19580792,19582802
8,39336372,39339665
8,34958496,34960498
8,32316724,32319520
8,37326233,37328945
8,6309532,6313377
8,38791106,38792741
8,2192618,2196307
8,35028686,35033146
8,8543037,8545786
8,106165,108644
8,2241219,2245356
8,9442195,9443086
8,37215644,37216222
8,40589860,40591337
8,442398,443240
8,36939817,36940380
8,2134965,2136693
8,37572792,37575419
8,39743978,39744416
8,21653064,21657879
8,33164584,33168562
8,33164283,33169879
8,13048604,13051728
8,16443497,16444167
8,10774185,10775497
8,38181129,38181389
8,7580511,7582859
8,39550421,39552020
8,343799,346348
8,343614,347070
8,36087865,36090508
8,9716155,9719516
8,10829795,10831993
8,10830352,10831382
8,7077312,7080195
8,40148831,40152359
8,40148613,40152996
8,30100463,30101627
8,31633828,31635173
8,13053850,13054347
8,29986499,29990213
8,39144002,39146332
8,2219161,2219998
8,39915117,39917970
8,40391652,40394438
8,4439361,4442538
8,35422398,35423927
8,36654159,36654773
8,15437126,15437469
8,31374366,31374995
8,40398181,40400139
8,13315955,13316368
8,28793429,28796011
8,1651229,1656448
8,37902195,37907146
8,38961874,38962282
8,3534424,3535233
8,13582859,13585447
8,39349948,39355560
8,33023860,33025198
8,37670602,37671096
8,1910199,1911834
8,13989220,13993319
8,13989104,13993884
8,36640542,36650487
8,1016293,1018271
8,30629625,30631847
8,30629625,30631836
8,37054810,37056374
8,3358980,3359378
8,30248732,30249562
8,38831080,38832293
8,3939428,3941655
8,25387738,25388450
8,20820834,20821508
8,39676722,39677330
8,184862,187806
8,5016063,5016596
8,38220618,38221398
8,10592254,10598034
8,31228932,31229585
8,2882768,2883827
8,8917621,8918425
8,39685921,39693189
8,1094307,1096900
8,1094381,1095488
8,9448042,9453432
8,34509093,34509691
8,4571615,4573797
8,12982540,12983581
8,26363543,26365786
8,566420,569011
8,565512,569011
8,565479,569011
8,5631933,5636094
8,23145874,23148050
8,33272659,33274701
8,10754417,10754904
8,31558247,31559014
8,34245331,34247385
8,2257456,2258363
8,13916342,13920297
8,25781687,25781763
8,25781249,25781763
8,12875382,12876365
8,24453317,24453811
8,585324,586843
8,14881918,14882484
8,32498173,32502178
8,28915616,28916293
8,10292455,10293472
8,23629519,23631130
8,4404595,4404991
8,35523431,35524044
8,10523668,10525392
8,10523668,10524731
8,6500171,6500859
8,39319875,39322641
8,3337429,3339214
8,23085898,23093680
8,2583164,2584250
8,32441095,32441325
8,11646611,11647892
8,33494396,33497834
8,16345740,16349052
8,23428557,23429842
8,40324986,40325939
8,3332802,3333214
8,9879449,9879916
8,26264297,26270230
8,26264821,26269771
8,30888114,30891617
8,36262659,36266175
8,27544224,27545221
8,37885086,37886550
8,37885110,37886550
8,25854650,25855127
8,35602691,35603656
8,9028054,9028542
8,10757874,10760739
8,23128438,23131909
8,1118114,1119918
8,3904943,3908304
8,3905885,3908280
8,28414649,28415534
8,29609853,29612372
8,35659596,35659814
8,24030652,24031380
8,10961057,10967649
8,34211695,34215502
8,37513992,37514362
8,29088741,29091307
8,26589120,26593108
8,762199,763393
8,38720962,38722573
8,32664784,32667528
8,7851167,7851806
8,28894494,28897850
8,26325857,26327057
8,28633831,28634399
8,40240827,40244913
8,2072514,2077089
8,30342583,30342940
8,26813456,26815194
8,11202080,11202581
8,32624249,32624917
8,36957867,36959460
8,4151513,4153716
8,36242405,36246635
8,14840532,14841658
8,21449000,21449314
8,36986350,36990143
8,36657374,36661943
8,36656736,36661943
8,30548573,30549263
8,31913148,31914185
8,34080933,34081296
8,13282232,13282771
8,23524572,23527620
8,31708066,31713478
8,36488224,36490703
8,40154892,40158366
8,4335928,4337305
8,30692412,30693325
8,33574309,33576490
8,27880704,27882740
8,30969148,30973807
8,265267,269162
8,35302710,35304650
8,30608591,30610540
8,30266357,30270338
8,32864140,32867461
8,35551649,35555555
8,36994781,36995233
8,39438764,39440872
8,27441877,27443466
8,20752871,20755106
8,36567192,36570070
8,29557865,29564795
8,1576917,1577456
8,28033669,28033986
8,38123775,38124263
8,36961472,36962969
8,37704488,37705059
8,6107674,6111602
8,7197366,7198273
8,32482316,32487928
8,9677898,9684159
8,40613527,40614497
8,13838495,13839609
8,38047725,38049801
8,8836052,8838059
8,6431655,6433252
8,32671852,32673029
8,33814633,33815631
8,428638,429221
8,2233140,2237132
8,24626383,24631693
8,23809156,23809577
8,39658996,39662022
8,10328074,10328617
8,35579800,35585511
8,35580140,35585338
8,13151444,13153156
8,701625,704222
8,32311094,32317650
8,1680049,1682935
8,1681136,1682935
8,1679145,1682935
8,34000452,34002019
8,31878117,31882471
8,11011608,11012468
8,11011049,11012468
8,35110398,35111678
8,23756093,23761610
8,3640365,3641189
8,40437628,40438136
8,1108887,1112206
8,30370818,30372038
8,13423855,13425764
8,35838225,35843119
8,32796628,32797542
8,11700670,11700795
8,39247933,39250083
8,6657877,6660981
8,29860635,29860897
8,18482867,18483910
8,33199598,33200150
8,35464604,35467744
8,7127985,7129171
8,36172765,36175422
8,35453702,35455852
8,20354221,20354864
8,2230148,2232298
8,31120046,31124219
8,6474996,6476505
8,1003146,1008036
8,6653821,6654320
8,7335217,7336924
8,1387258,1387976
8,1987793,1988660
8,2227210,2228039
8,3414762,3420009
8,4351163,4351411
8,23538588,23540292
8,39785426,39788100
8,30836395,30840498
8,63339,64282
8,1702850,1703398
8,28495118,28499292
8,28494986,28501287
8,22985704,22987152
8,35060944,35061174
8,40574077,40574957
8,17862237,17864809
8,2456317,2458040
8,31702370,31702974
8,29085347,29087182
8,869013,869620
8,2062740,2063874
8,4328961,4331815
8,1080095,1082486
8,33919021,33922025
8,31879206,31879527
8,8686854,8689937
8,10934868,10937706
8,26983955,26988373
8,19028636,19029591
8,16604966,16606255
8,25027060,25029201
8,37561372,37562507
8,27369146,27372690
8,1438951,1440526
8,14433701,14435910
8,14433399,14435967
8,29062826,29064168
8,3528873,3533229
8,35119024,35120661
8,478131,482323
8,31629669,31630092
8,6868135,6869285
8,26691737,26694387
8,39039122,39040232
8,9816897,9817370
8,10756855,10757813
8,29072768,29075183
8,37725070,37725613
8,34043024,34047063
8,1776169,1780399
8,1777373,1780289
8,1776229,1780399
8,24579928,24581036
8,20029762,20032312
8,20029762,20031660
8,16754283,16759122
8,6043019,6045551
8,30026925,30027425
8,32788538,32792385
8,40406282,40407674
8,192142,196052
8,29921654,29927209
8,14583482,14585124
8,22314053,22314563
8,19703794,19707434
8,31587070,31587809
8,29019970,29025599
8,29019970,29024953
8,33784316,33784712
8,2386943,2388470
8,4017726,4019510
8,37439443,37439604
8,1076141,1078323
8,2607050,2607992
8,31531404,31532171
8,27642874,27643463
8,32585137,32585577
8,6055298,6057633
8,13437641,13437724
8,4589155,4590418
8,10357627,10359539
8,33348821,33350344
8,31285806,31288412
8,36635874,36637146
8,33234212,33234713
8,39599894,39604622
8,2759289,2761433
8,5291822,5294808
8,5291822,5294227
8,5291822,5294388
8,22182906,22184367
8,35573489,35575052
8,34072383,34075070
8,38189733,38192114
8,36848717,36854760
8,30974423,30975951
8,176572,179628
8,13156764,13157267
8,31870655,31871245
8,31156447,31159896
8,841264,844251
8,12843050,12843756
8,26433594,26435756
8,38052074,38053250
8,10697,11261
8,17453855,17457843
8,28960815,28961439
8,35257450,35262046
8,7697340,7699876
8,38186046,38188830
8,32832425,32833457
8,38611145,38613815
8,16926129,16933299
8,1505624,1506868
8,34702069,34707805
8,34702069,34708223
8,23907884,23910849
8,25000400,25006843
8,22963189,22968696
8,26173390,26174319
8,4828077,4831022
8,1514286,1516772
8,27238659,27240084
8,238931,244027
8,29688570,29691830
8,38597322,38597747
8,9261942,9262955
8,10581341,10582237
8,31588706,31590641
8,25005657,25006193
8,7874034,7874465
8,6623797,6624240
8,2178747,2182318
8,30544732,30545417
8,21125519,21126763
8,1091963,1093391
8,1091136,1093391
8,8096908,8100310
8,10801416,10806954
8,19615538,19616755
8,37084346,37089116
8,34018527,34019985
8,39655099,39655973
8,33111839,33112942
8,25515713,25516496
8,38999153,39000493
8,30947828,30954519
8,33377064,33377500
8,34877030,34877230
8,33561385,33562687
8,1688571,1692147
8,3407133,3407690
8,13440726,13445207
8,35086700,35089550
8,13811391,13811682
8,39617433,39618058
8,22269500,22270780
8,4397576,4398289
8,6106236,6106767
8,37664786,37665338
8,35520093,35522818
8,39165293,39167954
8,27054810,27056619
8,39108322,39109890
8,687603,688979
8,31770108,31770604
8,3102569,3105020
8,26331821,26333019
8,40011930,40013750
8,29102974,29105180
8,6102841,6104043
8,31806735,31807358
8,7305453,7309496
8,35024651,35028211
8,2451824,2453366
8,33546583,33547073
8,1659636,1659869
8,13832244,13833456
8,7413242,7413915
8,8751303,8754775
8,21628528,21629041
8,34392218,34393285
8,1261549,1264185
8,4346343,4346900
8,774472,779754
8,36954757,36956665
8,36611260,36613521
8,22445298,22446005
8,31402894,31404099
8,24991996,24992562
8,32545021,32548851
8,34449980,34456724
8,10613033,10615916
8,23745778,23747180
8,33605782,33607222
8,34135545,34138731
8,34544609,34548048
8,34544609,34548990
